order_id,customer_id,product_id,order_date,amount,status
160,6,47,2024-09-30,2.0,completed
161,99,8,2025-05-31,3.0,completed
162,37,34,2025-07-04,1.0,completed
163,24,35,2025-08-08,3.0,completed
164,93,32,2025-04-10,4.0,completed
165,46,24,2025-07-07,3.0,pending
166,53,14,2024-11-08,1.0,completed
167,95,32,2025-01-18,4.0,cancelled
168,99,46,2024-11-22,3.0,pending
169,60,43,2025-08-11,3.0,pending
170,97,16,2025-06-24,4.0,pending
171,63,4,2024-12-27,2.0,completed
172,85,37,2024-11-10,4.0,pending
173,32,21,2025-03-28,2.0,cancelled
174,87,14,2025-03-27,1.0,completed
175,33,31,2024-09-19,1.0,completed
176,67,48,2025-07-31,4.0,cancelled
177,18,18,2025-04-28,4.0,completed
178,25,7,2025-05-21,1.0,completed
179,95,10,2024-12-13,2.0,completed
180,54,7,2025-02-14,1.0,completed
181,58,33,2025-02-08,4.0,completed
182,67,23,2025-08-21,1.0,cancelled
183,46,21,2025-09-07,4.0,completed
184,24,19,2024-12-19,4.0,completed
185,32,48,2025-09-06,1.0,completed
186,47,19,2025-05-18,2.0,completed
187,86,36,2025-05-14,3.0,pending
188,23,29,2025-03-30,1.0,completed
189,66,18,2025-07-06,3.0,completed
190,27,2,2025-04-17,1.0,completed
191,2,1,2025-02-20,3.0,completed
192,90,47,2025-07-29,2.0,pending
193,17,5,2025-04-15,2.0,cancelled
194,33,20,2024-10-04,1.0,completed
195,9,11,2024-11-27,4.0,completed
196,43,42,2025-07-10,3.0,completed
197,48,2,2025-07-28,4.0,completed
198,39,3,2025-04-17,4.0,completed
199,93,23,2025-08-28,4.0,completed
200,42,12,2025-06-08,2.0,completed
201,26,20,2025-07-18,1.0,completed
202,99,5,2025-04-02,1.0,pending
203,50,37,2025-02-26,2.0,pending
204,25,38,2024-10-06,2.0,completed
205,24,30,2025-04-23,1.0,cancelled
206,13,9,2025-04-05,4.0,completed
207,60,34,2025-01-17,3.0,completed
208,7,44,2025-07-09,3.0,cancelled
209,57,35,2025-03-25,3.0,pending
210,36,22,2025-07-29,4.0,pending
211,45,44,2025-05-31,1.0,completed
212,20,24,2025-02-02,2.0,completed
213,65,17,2025-04-08,1.0,cancelled
214,8,10,2025-05-20,4.0,completed
215,16,30,2025-04-20,2.0,completed
216,14,46,2025-04-19,4.0,completed
217,76,23,2024-11-27,3.0,completed
218,87,32,2025-04-26,3.0,completed
219,15,17,2025-04-09,4.0,completed
220,92,50,2025-09-05,2.0,pending
221,98,17,2025-05-01,2.0,completed
222,66,14,2025-06-30,1.0,completed
223,32,9,2025-07-01,3.0,completed
224,87,40,2025-01-05,1.0,completed
225,63,2,2025-01-01,1.0,completed
226,86,45,2024-10-31,4.0,completed
227,51,25,2024-11-29,4.0,pending
228,25,39,2024-12-27,1.0,completed
229,58,9,2025-06-23,3.0,pending
230,63,22,2025-04-23,4.0,completed
231,62,43,2024-10-28,1.0,completed
232,22,46,2025-08-05,1.0,completed
233,58,4,2025-05-14,1.0,completed
234,58,26,2025-04-02,1.0,cancelled
235,86,29,2025-01-18,1.0,completed
236,49,45,2024-12-10,1.0,completed
237,52,34,2025-03-12,4.0,pending
238,42,23,2024-11-18,3.0,pending
239,70,37,2025-08-28,1.0,pending
240,15,11,2025-07-10,2.0,completed
241,54,6,2025-02-10,4.0,cancelled
242,60,18,2025-06-06,4.0,completed
243,97,21,2025-08-05,1.0,completed
244,8,42,2024-12-02,4.0,completed
245,53,36,2025-04-02,1.0,completed
246,60,41,2025-05-30,3.0,completed
247,5,38,2025-08-11,3.0,completed
248,68,34,2025-01-27,4.0,pending
249,6,17,2025-01-30,4.0,completed
250,96,37,2024-09-28,2.0,completed
251,94,25,2025-04-05,4.0,completed
252,47,38,2025-07-05,2.0,pending
253,99,12,2025-05-03,3.0,completed
254,55,23,2024-09-28,3.0,completed
255,40,42,2025-07-08,1.0,pending
256,52,22,2025-03-04,3.0,pending
257,16,21,2024-12-21,2.0,completed
258,13,27,2025-07-29,4.0,completed
259,30,31,2024-11-04,1.0,cancelled
260,19,6,2025-05-09,2.0,completed
261,17,27,2025-09-11,4.0,completed
262,63,40,2025-08-20,1.0,pending
263,19,34,2025-04-09,3.0,completed
264,92,12,2025-04-20,2.0,completed
265,58,45,2024-12-26,4.0,completed
266,55,7,2025-01-29,1.0,completed
267,90,10,2025-02-28,1.0,completed
268,90,45,2025-07-28,3.0,cancelled
269,62,17,2025-07-11,4.0,completed
270,23,26,2024-11-20,3.0,completed
271,9,21,2025-07-20,3.0,completed
272,12,28,2024-12-31,4.0,completed
273,1,46,2024-10-09,4.0,pending
274,58,2,2024-10-25,4.0,completed
275,1,43,2025-05-09,2.0,completed
276,34,1,2025-02-13,4.0,completed
277,96,36,2025-03-28,1.0,completed
278,48,26,2025-01-01,3.0,completed
279,89,29,2025-06-06,2.0,cancelled
280,1,21,2025-02-19,4.0,pending
281,16,11,2024-11-29,2.0,completed
282,61,40,2024-09-27,4.0,completed
283,64,11,2024-12-04,2.0,cancelled
284,63,36,2025-05-23,3.0,pending
285,69,49,2024-12-26,3.0,completed
286,22,39,2025-04-19,1.0,completed
287,93,40,2024-11-20,1.0,completed
288,67,35,2025-08-11,4.0,cancelled
289,76,34,2024-10-18,3.0,pending
290,26,47,2024-12-03,2.0,completed
291,16,24,2024-11-17,2.0,completed
292,51,22,2024-11-09,2.0,pending
293,86,5,2025-02-20,1.0,pending
294,57,33,2025-06-02,2.0,pending
295,29,36,2025-04-11,1.0,cancelled
296,78,47,2025-05-18,1.0,completed
297,92,20,2025-07-23,4.0,completed
298,69,19,2025-09-04,2.0,completed
299,47,35,2025-04-24,2.0,completed
300,94,43,2025-05-03,3.0,completed
301,62,17,2025-09-13,4.0,cancelled
302,69,45,2025-04-25,3.0,completed
303,76,43,2025-08-17,4.0,cancelled
304,16,34,2025-01-22,2.0,completed
305,90,9,2024-12-11,1.0,pending
306,90,26,2024-10-03,1.0,completed
307,48,2,2025-05-24,1.0,completed
308,85,9,2025-06-04,1.0,completed
309,39,9,2025-05-21,1.0,completed
310,100,40,2025-09-11,3.0,cancelled
311,33,17,2024-09-21,4.0,cancelled
312,94,1,2025-01-11,2.0,completed
313,23,25,2024-09-17,3.0,completed
314,10,43,2024-10-30,4.0,completed
315,69,40,2025-05-18,1.0,completed
316,100,42,2024-12-04,4.0,pending
317,34,25,2025-04-20,4.0,pending
318,52,39,2025-06-24,1.0,completed
319,95,35,2025-01-28,1.0,cancelled
320,10,3,2024-12-02,1.0,completed
321,19,50,2025-04-08,2.0,pending
322,58,37,2024-12-18,1.0,completed
323,96,44,2025-08-09,2.0,cancelled
324,1,44,2025-02-02,1.0,pending
325,69,30,2025-04-27,2.0,completed
326,4,38,2024-11-28,4.0,pending
327,16,34,2025-04-18,3.0,completed
328,24,12,2025-05-25,4.0,completed
329,80,19,2025-01-22,4.0,completed
330,2,37,2025-07-12,1.0,pending
331,92,44,2024-09-20,2.0,pending
332,32,49,2024-10-10,3.0,cancelled
333,91,17,2025-01-01,1.0,cancelled
334,84,10,2025-01-10,1.0,completed
335,24,49,2024-10-20,1.0,pending
336,12,47,2024-10-28,4.0,completed
337,50,12,2025-03-20,2.0,completed
338,35,16,2025-03-10,2.0,completed
339,33,24,2025-04-15,3.0,cancelled
340,33,19,2025-03-04,2.0,cancelled
341,61,8,2024-11-09,2.0,completed
342,51,31,2024-12-28,1.0,completed
343,43,21,2025-04-26,1.0,pending
344,12,17,2024-10-09,4.0,completed
345,67,23,2024-11-04,1.0,cancelled
346,65,37,2025-06-07,1.0,pending
347,33,16,2025-01-15,1.0,completed
348,40,6,2025-09-04,1.0,completed
349,74,8,2025-01-20,4.0,cancelled
350,43,25,2025-07-29,1.0,pending
351,44,18,2025-08-05,3.0,completed
352,29,25,2025-04-03,3.0,pending
353,13,12,2025-06-26,3.0,completed
354,12,15,2024-11-29,3.0,completed
355,95,26,2025-04-11,1.0,cancelled
356,46,41,2025-02-12,3.0,pending
357,2,45,2025-04-11,1.0,completed
358,35,26,2025-05-05,4.0,pending
359,87,47,2025-07-11,3.0,completed
360,81,32,2024-10-15,2.0,completed
361,90,10,2025-09-09,3.0,completed
362,8,16,2025-09-02,3.0,pending
363,93,7,2025-07-05,1.0,completed
364,26,17,2025-04-06,3.0,completed
365,74,23,2025-07-12,2.0,completed
366,90,26,2024-10-04,1.0,pending
367,34,21,2025-05-09,1.0,completed
368,7,22,2025-02-22,4.0,cancelled
369,68,7,2024-12-14,4.0,completed
370,58,14,2025-01-03,3.0,completed
371,75,15,2024-12-24,4.0,completed
372,29,7,2025-08-22,4.0,pending
373,36,9,2024-12-09,4.0,pending
374,89,48,2025-01-06,1.0,completed
375,21,8,2024-11-10,1.0,completed
376,36,50,2024-12-01,1.0,completed
377,10,23,2025-04-05,4.0,completed
378,73,29,2025-06-13,1.0,completed
379,24,18,2024-12-20,4.0,completed
380,64,31,2024-10-30,1.0,completed
381,99,30,2025-05-29,1.0,completed
382,49,39,2024-10-15,2.0,completed
383,99,35,2024-11-10,3.0,cancelled
384,36,18,2025-01-21,4.0,completed
385,82,42,2025-08-22,2.0,completed
386,96,39,2025-04-28,1.0,cancelled
387,24,17,2025-05-22,4.0,completed
388,23,14,2025-08-22,1.0,completed
389,62,31,2025-06-29,3.0,completed
390,96,24,2025-07-10,2.0,completed
391,37,35,2025-03-27,3.0,completed
392,12,44,2025-09-04,2.0,completed
393,55,45,2024-12-02,1.0,pending
394,13,34,2025-05-11,3.0,completed
395,23,3,2025-06-12,3.0,completed
396,89,37,2025-06-16,1.0,completed
397,99,43,2025-04-28,3.0,completed
398,30,40,2025-08-16,4.0,completed
399,17,26,2024-10-17,2.0,cancelled
400,62,23,2025-08-27,2.0,completed
401,84,44,2025-04-23,2.0,completed
402,89,39,2024-11-04,4.0,completed
403,86,15,2025-04-09,2.0,completed
404,13,49,2024-10-02,1.0,pending
405,59,4,2025-08-04,3.0,completed
406,19,29,2025-01-05,4.0,completed
407,49,22,2025-05-09,2.0,completed
408,100,25,2025-07-18,1.0,pending
409,12,13,2025-04-18,3.0,completed
410,61,18,2024-12-03,3.0,completed
411,19,33,2025-09-11,4.0,cancelled
412,76,16,2024-12-24,4.0,cancelled
413,9,45,2024-10-06,4.0,completed
414,71,42,2025-05-09,1.0,completed
415,28,44,2024-12-23,1.0,completed
416,78,2,2025-03-22,4.0,completed
417,95,35,2025-01-06,2.0,completed
418,52,42,2025-07-22,3.0,completed
419,83,34,2025-06-25,3.0,completed
420,16,30,2025-06-09,1.0,completed
421,69,13,2025-04-20,3.0,completed
422,99,13,2024-10-22,2.0,pending
423,12,18,2025-04-13,3.0,completed
424,25,32,2025-03-10,1.0,completed
425,52,32,2024-12-27,1.0,completed
426,85,35,2025-06-28,2.0,pending
427,100,39,2025-01-07,2.0,completed
428,53,46,2025-06-11,3.0,completed
429,23,29,2024-12-30,3.0,completed
430,16,49,2024-12-30,1.0,completed
431,57,29,2025-06-05,2.0,completed
432,39,44,2025-08-07,2.0,completed
433,53,16,2024-12-17,2.0,completed
434,42,44,2025-06-07,3.0,pending
435,58,47,2024-09-22,2.0,completed
436,39,10,2024-11-12,1.0,completed
437,14,30,2025-02-07,1.0,cancelled
438,95,25,2024-11-12,3.0,completed
439,5,39,2025-05-15,4.0,completed
440,35,20,2025-01-28,3.0,completed
441,87,5,2025-03-22,4.0,completed
442,93,1,2025-07-15,2.0,pending
443,75,30,2025-05-23,3.0,pending
444,18,49,2025-03-09,1.0,completed
445,76,3,2025-07-16,2.0,completed
446,9,45,2025-01-03,1.0,pending
447,74,14,2025-09-09,2.0,cancelled
448,58,30,2025-04-14,3.0,pending
449,17,50,2025-06-16,4.0,completed
450,7,4,2025-09-02,2.0,completed
451,46,18,2025-01-30,4.0,cancelled
452,13,37,2025-06-22,2.0,completed
453,40,25,2025-05-06,1.0,completed
454,42,48,2025-03-17,1.0,completed
455,9,1,2025-07-16,2.0,completed
456,50,46,2025-02-09,4.0,completed
457,27,15,2025-01-13,3.0,completed
458,66,9,2025-01-29,3.0,pending
459,5,15,2025-06-29,1.0,completed
460,29,49,2025-04-20,3.0,pending
461,37,24,2025-05-01,1.0,completed
462,38,4,2024-11-06,3.0,completed
463,83,12,2025-07-13,2.0,pending
464,8,37,2025-09-03,1.0,completed
465,65,37,2025-02-15,1.0,completed
466,86,43,2025-01-17,2.0,completed
467,17,6,2025-02-15,1.0,completed
468,71,39,2025-03-19,3.0,cancelled
469,89,46,2024-10-13,3.0,pending
470,45,24,2025-03-27,1.0,completed
471,4,11,2025-04-09,3.0,completed
472,36,13,2025-04-05,4.0,completed
473,70,34,2025-03-12,1.0,cancelled
474,31,25,2025-03-09,2.0,completed
475,19,7,2024-11-12,4.0,completed
476,61,4,2025-01-03,1.0,completed
477,54,8,2025-03-17,2.0,completed
478,39,20,2025-05-22,3.0,completed
479,91,29,2024-12-08,2.0,cancelled
480,74,45,2025-03-04,4.0,completed
481,90,46,2025-08-13,3.0,completed
482,19,10,2025-07-26,1.0,pending
483,39,43,2025-05-27,3.0,cancelled
484,67,34,2025-01-07,1.0,completed
485,45,26,2025-06-26,1.0,completed
486,13,41,2025-01-27,2.0,completed
487,92,49,2025-02-01,2.0,completed
488,58,3,2025-01-26,2.0,completed
489,20,6,2025-02-07,4.0,completed
490,92,5,2025-08-05,4.0,completed
491,72,5,2025-08-26,2.0,cancelled
492,61,47,2025-08-05,4.0,completed
493,39,23,2025-05-26,3.0,completed
494,1,49,2025-06-03,3.0,completed
495,3,9,2025-03-08,4.0,pending
496,77,35,2025-08-30,4.0,pending
497,92,20,2025-05-19,3.0,pending
498,62,49,2025-05-10,1.0,pending
499,63,42,2025-05-09,3.0,pending
500,25,35,2025-07-18,3.0,completed
501,56,50,2025-07-30,4.0,completed
502,33,18,2025-08-18,3.0,completed
503,38,17,2025-06-11,4.0,cancelled
504,6,24,2025-09-06,4.0,cancelled
505,58,3,2025-01-17,2.0,completed
506,44,32,2024-11-06,3.0,completed
507,45,35,2025-01-27,1.0,completed
508,32,38,2024-12-13,2.0,pending
509,45,13,2024-12-06,4.0,completed
510,61,47,2025-02-25,4.0,completed
511,47,25,2025-01-12,1.0,completed
512,21,9,2024-11-30,4.0,completed
513,80,4,2024-12-26,3.0,pending
514,85,14,2025-02-14,2.0,completed
515,75,37,2025-02-28,4.0,cancelled
516,36,34,2025-06-29,4.0,completed
517,99,11,2024-10-08,1.0,completed
518,19,41,2024-10-07,3.0,completed
519,20,3,2025-03-27,4.0,cancelled
520,57,28,2025-07-09,1.0,completed
521,18,29,2025-06-21,4.0,completed
522,47,9,2025-06-07,1.0,completed
523,49,3,2025-09-08,1.0,pending
524,14,25,2024-10-18,3.0,completed
525,15,34,2025-02-28,4.0,pending
526,31,12,2025-06-21,3.0,completed
527,1,42,2025-08-04,1.0,completed
528,54,9,2025-05-30,2.0,completed
529,3,15,2025-04-17,4.0,completed
530,16,40,2025-08-30,2.0,completed
531,87,25,2025-05-06,4.0,completed
532,57,5,2025-04-21,3.0,completed
533,75,11,2024-12-13,3.0,pending
534,12,34,2025-01-27,3.0,completed
535,74,24,2024-11-06,3.0,cancelled
536,96,15,2025-01-31,3.0,completed
537,16,38,2025-04-30,2.0,completed
538,72,8,2025-02-17,3.0,completed
539,76,5,2025-08-19,1.0,completed
540,24,48,2025-07-27,1.0,completed
541,28,26,2024-12-29,2.0,completed
542,8,18,2024-12-29,4.0,completed
543,92,6,2024-10-01,1.0,completed
544,36,37,2024-09-29,4.0,pending
545,90,48,2025-09-08,2.0,pending
546,8,13,2024-10-31,4.0,completed
547,58,28,2025-05-01,4.0,completed
548,60,5,2025-08-09,4.0,completed
549,50,13,2025-05-28,4.0,completed
550,28,17,2025-02-08,2.0,completed
551,92,50,2024-10-14,1.0,completed
552,41,40,2025-02-05,3.0,completed
553,100,45,2025-05-03,4.0,completed
554,64,32,2025-01-03,1.0,completed
555,27,29,2024-09-21,1.0,pending
556,63,3,2024-10-22,2.0,cancelled
557,17,40,2025-07-29,1.0,completed
558,73,34,2024-11-28,2.0,pending
559,33,40,2024-10-27,4.0,pending
560,84,27,2025-06-30,4.0,completed
561,77,13,2025-06-03,3.0,completed
562,92,45,2025-03-31,3.0,completed
563,29,33,2025-02-11,3.0,pending
564,13,6,2025-05-20,1.0,pending
565,46,24,2025-03-10,4.0,completed
566,35,19,2025-01-04,2.0,completed
567,6,16,2024-12-24,3.0,completed
568,82,40,2025-04-20,2.0,completed
569,69,28,2025-04-05,2.0,completed
570,47,33,2025-04-29,3.0,pending
571,25,48,2024-10-04,4.0,completed
572,66,41,2025-01-01,3.0,pending
573,10,13,2024-12-21,2.0,pending
574,56,43,2025-03-19,3.0,cancelled
575,30,45,2025-04-09,2.0,completed
576,5,25,2024-09-30,2.0,completed
577,33,42,2024-12-02,3.0,completed
578,65,36,2024-12-02,1.0,completed
579,18,27,2025-02-02,3.0,completed
580,96,38,2025-09-05,1.0,completed
581,49,7,2025-09-06,2.0,completed
582,11,5,2024-12-19,2.0,completed
583,85,43,2024-12-17,1.0,completed
584,26,45,2025-03-17,2.0,completed
585,63,31,2025-04-16,1.0,cancelled
586,89,23,2024-11-05,1.0,cancelled
587,86,42,2024-10-17,2.0,completed
588,59,10,2025-05-15,4.0,completed
589,27,32,2025-05-25,1.0,completed
590,49,43,2024-12-12,3.0,completed
591,77,30,2025-02-15,3.0,completed
592,33,39,2025-03-28,2.0,pending
593,98,31,2024-12-02,4.0,completed
594,99,18,2025-03-26,2.0,completed
595,1,36,2025-05-26,4.0,completed
596,21,2,2025-05-17,1.0,completed
597,55,14,2025-08-15,1.0,completed
598,6,13,2025-02-06,1.0,completed
599,92,29,2025-05-20,1.0,completed
600,81,12,2025-08-08,3.0,completed
601,69,39,2024-12-22,3.0,completed
602,95,2,2025-01-26,2.0,completed
603,5,32,2025-08-29,4.0,completed
604,3,13,2025-04-20,1.0,pending
605,53,46,2025-04-20,1.0,completed
606,23,27,2025-05-13,4.0,completed
607,53,49,2024-11-18,4.0,completed
608,37,41,2024-09-21,2.0,completed
609,74,17,2025-01-21,4.0,completed
610,74,40,2025-05-04,1.0,completed
611,83,31,2025-04-18,1.0,cancelled
612,17,34,2025-01-23,1.0,completed
613,85,24,2025-02-04,1.0,completed
614,78,45,2025-02-25,1.0,completed
615,73,35,2025-01-03,2.0,pending
616,1,48,2025-06-22,1.0,completed
617,51,6,2025-04-19,2.0,completed
618,45,19,2025-01-24,1.0,completed
619,77,30,2024-10-06,3.0,completed
620,4,7,2025-08-25,3.0,completed
621,62,10,2024-10-03,3.0,completed
622,65,41,2024-12-05,3.0,completed
623,32,32,2024-12-21,2.0,completed
624,34,34,2025-01-01,2.0,completed
625,92,28,2025-08-18,4.0,completed
626,95,15,2025-02-15,1.0,pending
627,72,30,2024-12-07,3.0,completed
628,39,37,2025-07-28,2.0,completed
629,26,29,2025-06-13,1.0,completed
630,34,22,2025-06-20,1.0,completed
631,54,4,2025-08-03,2.0,cancelled
632,3,20,2024-12-12,3.0,completed
633,50,32,2025-03-29,4.0,completed
634,12,36,2025-03-11,1.0,completed
635,65,50,2024-09-28,4.0,completed
636,54,4,2025-03-16,3.0,completed
637,5,27,2025-09-13,3.0,completed
638,94,17,2025-03-09,4.0,completed
639,94,12,2025-05-21,3.0,cancelled
640,57,22,2025-08-28,1.0,completed
641,17,17,2025-08-24,4.0,pending
642,47,10,2025-08-17,3.0,pending
643,23,1,2024-11-25,4.0,pending
644,79,22,2025-05-31,1.0,completed
645,85,26,2024-12-09,3.0,completed
646,14,18,2025-05-11,1.0,cancelled
647,66,50,2025-01-30,3.0,completed
648,75,14,2025-05-28,2.0,completed
649,51,47,2025-05-03,3.0,pending
650,38,29,2024-09-19,4.0,pending
651,64,12,2025-03-14,3.0,completed
652,98,36,2025-04-25,1.0,completed
653,38,35,2025-07-06,1.0,completed
654,50,12,2025-05-10,3.0,pending
655,98,7,2024-09-17,4.0,pending
656,82,29,2024-12-29,2.0,completed
657,30,11,2025-09-13,4.0,completed
658,79,33,2025-06-04,2.0,pending
659,91,6,2025-02-04,1.0,completed
660,51,47,2024-10-31,4.0,completed
661,63,15,2024-09-19,2.0,pending
662,98,32,2024-09-27,3.0,completed
663,52,11,2025-09-06,1.0,completed
664,38,23,2024-11-18,3.0,completed
665,97,26,2025-01-28,1.0,completed
666,88,34,2025-02-09,4.0,pending
667,79,46,2025-07-12,4.0,completed
668,30,34,2025-05-27,1.0,pending
669,51,29,2025-09-03,1.0,completed
670,81,4,2025-06-22,1.0,completed
671,5,17,2025-01-25,4.0,completed
672,29,35,2025-06-18,2.0,completed
673,4,13,2024-11-06,3.0,completed
674,10,41,2025-07-24,3.0,completed
675,56,39,2025-09-04,4.0,completed
676,17,15,2025-02-19,3.0,completed
677,74,29,2025-09-02,1.0,cancelled
678,17,29,2025-05-18,2.0,completed
679,84,11,2025-08-27,3.0,cancelled
680,88,32,2025-07-03,2.0,completed
681,69,2,2025-01-16,1.0,completed
682,34,47,2025-02-05,3.0,completed
683,6,14,2025-07-08,4.0,completed
684,53,20,2024-11-08,2.0,completed
685,66,22,2025-02-17,1.0,pending
686,77,11,2025-06-07,2.0,cancelled
687,43,27,2025-03-14,3.0,completed
688,75,3,2025-05-07,3.0,completed
689,23,17,2025-05-28,4.0,cancelled
690,55,44,2025-05-07,1.0,completed
